ID,NM_UF,NM_MUNICIP,CD_GEOCODM_SUS,LONG,LAT
1,RONDÔNIA,ALTA FLORESTA D'OESTE,110001,-61.9998238962936,-11.9355403047646
7,RONDÔNIA,ARIQUEMES,110002,-63.0332692780484,-9.9084628665672
8,RONDÔNIA,CABIXI,110003,-60.5443135812009,-13.4997634596963
10,RONDÔNIA,CACOAL,110004,-61.4429442118224,-11.4338650286852
19,RONDÔNIA,CEREJEIRAS,110005,-60.8184261646815,-13.1950330320399
20,RONDÔNIA,COLORADO DO OESTE,110006,-60.5550674630789,-13.1305638414553
21,RONDÔNIA,CORUMBIARA,110007,-60.9487011706614,-12.9975202364834
24,RONDÔNIA,COSTA MARQUES,110008,-64.2316539391172,-12.4360138777142
27,RONDÔNIA,ESPIGÃO D'OESTE,110009,-61.0201731132847,-11.5285546333473
32,RONDÔNIA,GUAJARÁ-MIRIM,110010,-65.3239518196923,-10.7738837406705
37,RONDÔNIA,JARU,110011,-62.4762307081317,-10.4359487678844
42,RONDÔNIA,JI-PARANÁ,110012,-61.9450945826841,-10.882051318349
45,RONDÔNIA,MACHADINHO D'OESTE,110013,-61.9995925724466,-9.42556248
49,RONDÔNIA,NOVA BRASILÂNDIA D'OESTE,110014,-62.308230163019,-11.7213254138559
50,RONDÔNIA,OURO PRETO DO OESTE,110015,-62.2610551904363,-10.7235739008135
52,RONDÔNIA,PIMENTA BUENO,110018,-61.183665673642,-11.67753699
54,RONDÔNIA,PORTO VELHO,110020,-63.8314456543611,-8.76889179
68,RONDÔNIA,PRESIDENTE MÉDICI,110025,-61.9094386835298,-11.1732050162268
73,RONDÔNIA,RIO CRESPO,110026,-62.9000103659589,-9.70553670973949
74,RONDÔNIA,ROLIM DE MOURA,110028,-61.7857809351854,-11.7222589133808
76,RONDÔNIA,SANTA LUZIA D'OESTE,110029,-61.7733054630545,-11.908423332469
77,RONDÔNIA,VILHENA,110030,-60.1385838660987,-12.7413734718029
79,RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,110032,-62.7200634814364,-11.699489743806
81,RONDÔNIA,NOVA MAMORÉ,110033,-65.3291490231467,-10.4117712947002
86,RONDÔNIA,ALVORADA D'OESTE,110034,-62.2772748656972,-11.3441300234334
89,RONDÔNIA,ALTO ALEGRE DOS PARECIS,110037,-61.853077168603,-12.1317772245709
91,RONDÔNIA,ALTO PARAÍSO,110040,-63.3176294334976,-9.71666673807728
92,RONDÔNIA,BURITIS,110045,-63.8296787917565,-10.2098054072356
93,RONDÔNIA,NOVO HORIZONTE DO OESTE,110050,-61.9943876627606,-11.7097429200152
95,RONDÔNIA,CACAULÂNDIA,110060,-62.9031899345687,-10.3388728393928
96,RONDÔNIA,CAMPO NOVO DE RONDÔNIA,110070,-63.6249914265426,-10.5684164693485
98,RONDÔNIA,CANDEIAS DO JAMARI,110080,-63.7000200718298,-8.78502070347748
101,RONDÔNIA,CASTANHEIRAS,110090,-61.9491611964662,-11.4268422254625
103,RONDÔNIA,CHUPINGUAIA,110092,-60.9018477499554,-12.5568407610938
106,RONDÔNIA,CUJUBIM,110094,-62.5871745319209,-9.37819339905712
107,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,110100,-62.7404576394632,-10.6120717726075
109,RONDÔNIA,ITAPUÃ DO OESTE,110110,-63.1823370165183,-9.19187167532785
110,RONDÔNIA,MINISTRO ANDREAZZA,110120,-61.5189219301054,-11.1962379841591
111,RONDÔNIA,MIRANTE DA SERRA,110130,-62.6694270952566,-11.045609289937
112,RONDÔNIA,MONTE NEGRO,110140,-63.2955591672175,-10.263097755883
113,RONDÔNIA,NOVA UNIÃO,110143,-62.55508939888,-10.9155320416628
114,RONDÔNIA,PARECIS,110145,-61.5979979726776,-12.1798270507077
115,RONDÔNIA,PIMENTEIRAS DO OESTE,110146,-61.0443790025384,-13.4765620024615
116,RONDÔNIA,PRIMAVERA DE RONDÔNIA,110147,-61.3165462429165,-11.8257069542468
118,RONDÔNIA,SÃO FELIPE D'OESTE,110148,-61.5125081133327,-11.9143893546886
120,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,110149,-63.5708647107649,-12.0637984122334
122,RONDÔNIA,SERINGUEIRAS,110150,-63.0387609977072,-11.767116635607
125,RONDÔNIA,TEIXEIRÓPOLIS,110155,-62.2559222539546,-10.9321692860399
126,RONDÔNIA,THEOBROMA,110160,-62.3451455299349,-10.2487305520261
128,RONDÔNIA,URUPÁ,110170,-62.3706324537667,-11.1285452756794
131,RONDÔNIA,VALE DO ANARI,110175,-62.1768234421278,-9.85139270806179
132,RONDÔNIA,VALE DO PARAÍSO,110180,-62.1343903568099,-10.4310526845565
134,ACRE,ACRELÂNDIA,120001,-67.0523165800206,-10.0737938924635
136,ACRE,ASSIS BRASIL,120005,-69.5634591746677,-10.9428656809172
137,ACRE,BRASILÉIA,120010,-68.7479434259584,-11.0164110190858
139,ACRE,BUJARI,120013,-67.9518592792015,-9.82001962670938
140,ACRE,CAPIXABA,120017,-67.6735079719432,-10.5697677087928
142,ACRE,CRUZEIRO DO SUL,120020,-72.6725313174358,-7.63069000500981
147,ACRE,EPITACIOLÂNDIA,120025,-68.7448680666749,-11.0282398279564
148,ACRE,FEIJÓ,120030,-70.3539836082165,-8.16024753
150,ACRE,JORDÃO,120032,-71.9508751248365,-9.19335785982848
151,ACRE,MÂNCIO LIMA,120033,-72.9165010261308,-7.59322259385836
153,ACRE,MANOEL URBANO,120034,-69.2599445775075,-8.83631773689166
154,ACRE,MARECHAL THAUMATURGO,120035,-72.7902659086983,-8.95359112315366
155,ACRE,PLÁCIDO DE CASTRO,120038,-67.1882600861516,-10.3351332827427
157,ACRE,PORTO WALTER,120039,-72.7423339648033,-8.26666636282753
159,ACRE,RIO BRANCO,120040,-67.8105287004235,-9.97829875272498
166,ACRE,RODRIGUES ALVES,120042,-72.6478549141997,-7.73360203372322
168,ACRE,SANTA ROSA DO PURUS,120043,-70.4864968937616,-9.44340653741185
169,ACRE,SENADOR GUIOMARD,120045,-67.7431723600051,-10.1481735861989
172,ACRE,SENA MADUREIRA,120050,-68.655684061692,-9.065339505
175,ACRE,TARAUACÁ,120060,-70.7555010628937,-8.15566859176562
178,ACRE,XAPURI,120070,-68.5062948050463,-10.6520719403355
179,ACRE,PORTO ACRE,120080,-67.5405900835194,-9.60085823118788
184,AMAZONAS,ALVARÃES,130002,-64.8135346775686,-3.21658376906639
190,AMAZONAS,AMATURÁ,130006,-68.2096146409404,-3.36680518750561
203,AMAZONAS,ANAMÃ,130008,-61.4059034797501,-3.57637042689027
209,AMAZONAS,ANORI,130010,-61.6589553828779,-3.74538558611889
210,AMAZONAS,APUÍ,130014,-59.8856661047188,-7.1978701516076
212,AMAZONAS,ATALAIA DO NORTE,130020,-70.1879892845226,-4.36615748971603
263,AMAZONAS,AUTAZES,130030,-59.1335670918168,-3.57866364177127
286,AMAZONAS,BARCELOS,130040,-62.9256696581026,-0.972801052532191
299,AMAZONAS,BARREIRINHA,130050,-57.0677504898938,-2.7981498369298
328,AMAZONAS,BENJAMIN CONSTANT,130060,-70.0273484332765,-4.37498901860391
359,AMAZONAS,BERURI,130063,-61.3715708916659,-3.89451340981806
370,AMAZONAS,BOA VISTA DO RAMOS,130068,-57.5877073464737,-2.97172653158936
374,AMAZONAS,BOCA DO ACRE,130070,-67.3995777566805,-8.75124319609379
378,AMAZONAS,BORBA,130080,-59.5945590194969,-4.39061989147273
405,AMAZONAS,CAAPIRANGA,130083,-61.2113341331817,-3.3300933919416
408,AMAZONAS,CANUTAMA,130090,-64.3942308189288,-6.52910607582614
411,AMAZONAS,CARAUARI,130100,-66.8966352816837,-4.88166590420413
414,AMAZONAS,CAREIRO,130110,-60.3638098437089,-3.82244727004599
423,AMAZONAS,CAREIRO DA VÁRZEA,130115,-59.8263140608339,-3.1973965948696
429,AMAZONAS,COARI,130120,-63.1421839840562,-4.08421915877588
434,AMAZONAS,CODAJÁS,130130,-62.0634296604883,-3.84304593273892
437,AMAZONAS,EIRUNEPÉ,130140,-69.8662902624416,-6.66735256685182
464,AMAZONAS,ENVIRA,130150,-70.0304125429825,-7.43981754396838
474,AMAZONAS,FONTE BOA,130160,-66.0965029898347,-2.51227068454779
478,AMAZONAS,GUAJARÁ,130165,-72.5824305383396,-7.5477744148336
479,AMAZONAS,HUMAITÁ,130170,-63.0266980219283,-7.51222495061139
483,AMAZONAS,IPIXUNA,130180,-71.6944180603084,-7.05098011443721
494,AMAZONAS,IRANDUBA,130185,-60.1933881661307,-3.2810538776069
502,AMAZONAS,ITACOATIARA,130190,-58.4401754367571,-3.14037880391635
511,AMAZONAS,ITAMARATI,130195,-68.2479174359782,-6.43779934861918
521,AMAZONAS,ITAPIRANGA,130200,-58.0345458839662,-2.74184275232884
522,AMAZONAS,JAPURÁ,130210,-66.9969034946413,-1.880844858703
530,AMAZONAS,JURUÁ,130220,-66.0630419255434,-3.47488959889068
539,AMAZONAS,JUTAÍ,130230,-66.7713275466878,-2.74464644685786
554,AMAZONAS,LÁBREA,130240,-64.79477302752,-7.26194655332705
580,AMAZONAS,MANACAPURU,130250,-60.6205894458706,-3.29827803546755
590,AMAZONAS,MANAQUIRI,130255,-60.4588813063745,-3.42907966935262
599,AMAZONAS,MANAUS,130260,-60.023335181061,-3.13469149120195
600,AMAZONAS,MANICORÉ,130270,-61.2992484088508,-5.81320526118813
619,AMAZONAS,MARAÃ,130280,-65.5742837031641,-1.86643687730125
627,AMAZONAS,MAUÉS,130290,-57.7150343867525,-3.38642792621106
674,AMAZONAS,NHAMUNDÁ,130300,-56.7167699133376,-2.1889837668969
682,AMAZONAS,NOVA OLINDA DO NORTE,130310,-59.0930740260433,-3.88759283191138
684,AMAZONAS,NOVO AIRÃO,130320,-60.948810707829,-2.62343245902763
685,AMAZONAS,NOVO ARIPUANÃ,130330,-60.3770456690009,-5.12266931419617
686,AMAZONAS,PARINTINS,130340,-56.7362921451951,-2.62705258583723
700,AMAZONAS,PAUINI,130350,-67.0020974885282,-7.71404364432219
702,AMAZONAS,PRESIDENTE FIGUEIREDO,130353,-60.0256468344675,-2.058429085233
719,AMAZONAS,RIO PRETO DA EVA,130356,-59.704738094199,-2.6933015416451
720,AMAZONAS,SANTA ISABEL DO RIO NEGRO,130360,-65.020022639512,-0.416694831881864
730,AMAZONAS,SANTO ANTÔNIO DO IÇÁ,130370,-67.9464851438841,-3.10748630918151
745,AMAZONAS,SÃO GABRIEL DA CACHOEIRA,130380,-67.0836428963463,-0.136462788116522
769,AMAZONAS,SÃO PAULO DE OLIVENÇA,130390,-68.9448534881358,-3.46650962349132
796,AMAZONAS,SÃO SEBASTIÃO DO UATUMÃ,130395,-57.8703463558346,-2.57015257967785
798,AMAZONAS,SILVES,130400,-58.2148008608269,-2.83642742966584
800,AMAZONAS,TABATINGA,130406,-69.9462443752272,-4.23188367564665
840,AMAZONAS,TAPAUÁ,130410,-63.1870948671802,-5.62422351778794
855,AMAZONAS,TEFÉ,130420,-64.7084196633027,-3.34837249394151
865,AMAZONAS,TONANTINS,130423,-67.7764822806952,-2.86109124983543
883,AMAZONAS,UARINI,130426,-65.1553456401554,-2.9836092426921
887,AMAZONAS,URUCARÁ,130430,-57.7598281745956,-2.53661167184038
893,AMAZONAS,URUCURITUBA,130440,-58.1596410413098,-3.1346331156473
896,RORAIMA,AMAJARI,140002,-61.4205901726631,3.6521184454459
916,RORAIMA,ALTO ALEGRE,140005,-61.3140223901178,2.99382294765484
927,RORAIMA,BOA VISTA,140010,-60.6705326729651,2.81668191910439
936,RORAIMA,BONFIM,140015,-59.8780066289099,3.35028861911032
947,RORAIMA,CANTÁ,140017,-60.6020628476112,2.60766639841651
960,RORAIMA,CARACARAÍ,140020,-61.14917687013,1.80387124729759
964,RORAIMA,CAROEBE,140023,-59.6948100736757,0.872674507186562
967,RORAIMA,IRACEMA,140028,-61.0522585850197,2.16821476520387
969,RORAIMA,MUCAJAÍ,140030,-60.9115185306216,2.47977223505342
971,RORAIMA,NORMANDIA,140040,-59.6352062835683,3.88297828530181
989,RORAIMA,PACARAIMA,140045,-61.1473063471493,4.47525934021226
1007,RORAIMA,RORAINÓPOLIS,140047,-60.4250604939819,0.937195393597556
1013,RORAIMA,SÃO JOÃO DA BALIZA,140050,-59.9060443451544,0.947157427466681
1015,RORAIMA,SÃO LUIZ,140060,-60.0282667741903,1.01811162739126
1017,RORAIMA,UIRAMUTÃ,140070,-60.195716148042,4.58544038754255
1051,PARÁ,ABAETETUBA,150010,-48.8844038207231,-1.72346986284591
1053,PARÁ,ABEL FIGUEIREDO,150013,-48.3967621257945,-4.9513908955313
1054,PARÁ,ACARÁ,150020,-48.2004564317501,-1.9634365
1059,PARÁ,AFUÁ,150030,-50.3914275892332,-0.159171693779797
1061,PARÁ,ÁGUA AZUL DO NORTE,150034,-50.4852745072531,-6.80494886740538
1064,PARÁ,ALENQUER,150040,-54.7408623501896,-1.951397505
1069,PARÁ,ALMEIRIM,150050,-52.5768350868127,-1.52733880276478
1079,PARÁ,ALTAMIRA,150060,-52.2143763052078,-3.20565951
1095,PARÁ,ANAJÁS,150070,-49.945001040544,-0.984451394008702
1096,PARÁ,ANANINDEUA,150080,-48.372066654168,-1.36871356826946
1097,PARÁ,ANAPU,150085,-51.2016217984581,-3.47610463506868
1104,PARÁ,AUGUSTO CORRÊA,150090,-46.6416457856711,-1.02292101
1114,PARÁ,AURORA DO PARÁ,150095,-47.5561746036128,-2.12937601319444
1120,PARÁ,AVEIRO,150100,-55.3307343898178,-3.60559525928393
1126,PARÁ,BAGRE,150110,-50.2219869206135,-1.88980806036172
1127,PARÁ,BAIÃO,150120,-49.6727533733253,-2.79196186136136
1135,PARÁ,BANNACH,150125,-50.4060471215195,-7.3510721924244
1136,PARÁ,BARCARENA,150130,-48.6270728925156,-1.505767005
1151,PARÁ,BELÉM,150140,-48.4878256874876,-1.459845
1165,PARÁ,BELTERRA,150145,-54.9426747393262,-2.64902016946856
1167,PARÁ,BENEVIDES,150150,-48.2418364505703,-1.361437515
1174,PARÁ,BOM JESUS DO TOCANTINS,150157,-48.5990399590615,-5.04736270432029
1177,PARÁ,BONITO,150160,-47.3058918168639,-1.36747435687254
1180,PARÁ,BRAGANÇA,150170,-46.765754213664,-1.05352395620564
1203,PARÁ,BRASIL NOVO,150172,-52.5434411922788,-3.29780370400837
1209,PARÁ,BREJO GRANDE DO ARAGUAIA,150175,-48.4057604223874,-5.70729615383609
1212,PARÁ,BREU BRANCO,150178,-49.5698796832857,-3.77813541287867
1220,PARÁ,BREVES,150180,-50.4808947990195,-1.6907365
1229,PARÁ,BUJARU,150190,-48.035875014396,-1.51399146230061
1231,PARÁ,CACHOEIRA DO PIRIÁ,150195,-46.5473914166255,-1.75289700493124
1244,PARÁ,CACHOEIRA DO ARARI,150200,-48.9606675773871,-1.00878626563928
1248,PARÁ,CAMETÁ,150210,-49.497830168997,-2.24683848
1264,PARÁ,CANAÃ DOS CARAJÁS,150215,-49.8489584319153,-6.5321966156294
1269,PARÁ,CAPANEMA,150220,-47.1751261231344,-1.192441995
1273,PARÁ,CAPITÃO POÇO,150230,-47.0628253774009,-1.74618729323752
1285,PARÁ,CASTANHAL,150240,-47.9266431419442,-1.29575680504525
1294,PARÁ,CHAVES,150250,-49.9893186050714,-0.162437290121912
1296,PARÁ,COLARES,150260,-48.2887284319494,-0.932091243957739
1303,PARÁ,CONCEIÇÃO DO ARAGUAIA,150270,-49.2645008124957,-8.26486353
1307,PARÁ,CONCÓRDIA DO PARÁ,150275,-47.9498869390047,-1.98452146277275
1308,PARÁ,CUMARU DO NORTE,150276,-50.7715783775131,-7.81110653689927
1312,PARÁ,CURIONÓPOLIS,150277,-49.6022142249504,-6.09681995220666
1315,PARÁ,CURRALINHO,150280,-49.7915228470854,-1.80942341966693
1317,PARÁ,CURUÁ,150285,-55.1196786087308,-1.88992870430549
1320,PARÁ,CURUÇÁ,150290,-47.8512650859352,-0.73249551
1338,PARÁ,DOM ELISEU,150293,-47.5559148859934,-4.29077772
1342,PARÁ,ELDORADO DOS CARAJÁS,150295,-49.3739519421522,-6.10352516107139
1349,PARÁ,FARO,150300,-56.745753017307,-2.17297524194977
1352,PARÁ,FLORESTA DO ARAGUAIA,150304,-49.6975784122373,-7.55870087237008
1357,PARÁ,GARRAFÃO DO NORTE,150307,-47.0450460172973,-1.93169704310669
1364,PARÁ,GOIANÉSIA DO PARÁ,150309,-49.1010449237426,-3.842468
1367,PARÁ,GURUPÁ,150310,-51.6436957233941,-1.404918
1369,PARÁ,IGARAPÉ-AÇU,150320,-47.6223754920271,-1.124322
1376,PARÁ,IGARAPÉ-MIRI,150330,-48.9622994689466,-1.983116
1379,PARÁ,INHANGAPI,150340,-47.9133927465885,-1.42658198091031
1380,PARÁ,IPIXUNA DO PARÁ,150345,-47.4997175887983,-2.5575285
1385,PARÁ,IRITUIA,150350,-47.4407556128483,-1.771474995
1391,PARÁ,ITAITUBA,150360,-55.9900488572777,-4.26372948
1405,PARÁ,ITUPIRANGA,150370,-49.3244258612861,-5.12883702636091
1418,PARÁ,JACAREACANGA,150375,-57.7663398583794,-6.22355173138645
1422,PARÁ,JACUNDÁ,150380,-49.1127815625675,-4.448405475
1424,PARÁ,JURUTI,150390,-56.0949976884001,-2.155252995
1427,PARÁ,LIMOEIRO DO AJURU,150400,-49.3815339012019,-1.8919485
1428,PARÁ,MÃE DO RIO,150405,-47.5522901794773,-2.04770744079076
1431,PARÁ,MAGALHÃES BARATA,150410,-47.5991818964912,-0.795850156021161
1437,PARÁ,MARABÁ,150420,-49.1420253334067,-5.35260576313025
1459,PARÁ,MARACANÃ,150430,-47.4552679594076,-0.762419459981231
1469,PARÁ,MARAPANIM,150440,-47.7025487537677,-0.712150996347819
1481,PARÁ,MARITUBA,150442,-48.340535877783,-1.3464172655758
1482,PARÁ,MEDICILÂNDIA,150445,-52.8883453507243,-3.44541741218688
1491,PARÁ,MELGAÇO,150450,-50.7174646976964,-1.803446698641
1492,PARÁ,MOCAJUBA,150460,-49.5090234612729,-2.58287297327153
1495,PARÁ,MOJU,150470,-48.7671991273719,-1.885889
1500,PARÁ,MONTE ALEGRE,150480,-54.073374725636,-2.003328
1509,PARÁ,MUANÁ,150490,-49.2168324424737,-1.5300262083549
1513,PARÁ,NOVA ESPERANÇA DO PIRIÁ,150495,-46.9620928836736,-2.2676259890313
1517,PARÁ,NOVA IPIXUNA,150497,-49.0798869380164,-4.92308630702649
1519,PARÁ,NOVA TIMBOTEUA,150500,-47.3932022764599,-1.20414364746687
1523,PARÁ,NOVO PROGRESSO,150503,-55.4198701179784,-7.03483591328812
1526,PARÁ,NOVO REPARTIMENTO,150506,-49.9486382443426,-4.2481485
1544,PARÁ,ÓBIDOS,150510,-55.5163235097126,-1.90923549588121
1549,PARÁ,OEIRAS DO PARÁ,150520,-49.8551061087735,-2.004734
1551,PARÁ,ORIXIMINÁ,150530,-55.8627995152359,-1.7637535
1560,PARÁ,OURÉM,150540,-47.1176193628501,-1.54894714230244
1562,PARÁ,OURILÂNDIA DO NORTE,150543,-51.0908327746816,-6.74061708637736
1566,PARÁ,PACAJÁ,150548,-50.6348408304298,-3.8303057037573
1573,PARÁ,PALESTINA DO PARÁ,150549,-48.3217937261637,-5.74993410622605
1577,PARÁ,PARAGOMINAS,150550,-47.3569615610519,-2.9941905
1593,PARÁ,PARAUAPEBAS,150553,-49.900780634297,-6.07272988763184
1601,PARÁ,PAU D'ARCO,150555,-50.0482755318998,-7.83679440397357
1604,PARÁ,PEIXE-BOI,150560,-47.3179270215591,-1.18956924075654
1606,PARÁ,PIÇARRA,150563,-48.8684006672187,-6.45367623455792
1612,PARÁ,PLACAS,150565,-54.2169681312654,-3.86731556213536
1615,PARÁ,PONTA DE PEDRAS,150570,-48.8717855600433,-1.3965999975235
1618,PARÁ,PORTEL,150580,-50.822490442211,-1.936451
1620,PARÁ,PORTO DE MOZ,150590,-52.2424769190201,-1.74609008880885
1623,PARÁ,PRAINHA,150600,-53.4818139407895,-1.8056945
1628,PARÁ,PRIMAVERA,150610,-47.1172512589126,-0.940111515930574
1631,PARÁ,QUATIPURU,150611,-47.006786993576,-0.900115853739325
1634,PARÁ,REDENÇÃO,150613,-50.0296418255093,-8.0276045
1637,PARÁ,RIO MARIA,150616,-50.0464108775224,-7.31111524468815
1639,PARÁ,RONDON DO PARÁ,150618,-48.0699737493982,-4.77782172703555
1646,PARÁ,RURÓPOLIS,150619,-54.9058622598691,-4.09906539
1650,PARÁ,SALINÓPOLIS,150620,-47.3531202631536,-0.623638
1656,PARÁ,SALVATERRA,150630,-48.5131865994469,-0.754525974353047
1664,PARÁ,SANTA BÁRBARA DO PARÁ,150635,-48.2977406497887,-1.22943946699244
1674,PARÁ,SANTA CRUZ DO ARARI,150640,-49.1716155661252,-0.659974125599254
1676,PARÁ,SANTA ISABEL DO PARÁ,150650,-48.1630599409531,-1.29739590129143
1684,PARÁ,SANTA LUZIA DO PARÁ,150655,-46.9061692026983,-1.51882789138752
1694,PARÁ,SANTA MARIA DAS BARREIRAS,150658,-49.7193518572257,-8.87055053969294
1701,PARÁ,SANTA MARIA DO PARÁ,150660,-47.5746954138091,-1.3478664592967
1706,PARÁ,SANTANA DO ARAGUAIA,150670,-50.344804321129,-9.329424525
1711,PARÁ,SANTARÉM,150680,-54.7185701672711,-2.43621332999996
1736,PARÁ,SANTARÉM NOVO,150690,-47.400924744868,-0.928719535783208
1740,PARÁ,SANTO ANTÔNIO DO TAUÁ,150700,-48.1324330748457,-1.1516925
1746,PARÁ,SÃO CAETANO DE ODIVELAS,150710,-48.0258054980831,-0.746617759994861
1752,PARÁ,SÃO DOMINGOS DO ARAGUAIA,150715,-48.7203734107844,-5.549841
1758,PARÁ,SÃO DOMINGOS DO CAPIM,150720,-47.7747845692257,-1.6758145
1760,PARÁ,SÃO FÉLIX DO XINGU,150730,-51.9937825239643,-6.64248327834078
1770,PARÁ,SÃO FRANCISCO DO PARÁ,150740,-47.7905146107051,-1.17018878467698
1774,PARÁ,SÃO GERALDO DO ARAGUAIA,150745,-48.5557124861926,-6.39895797
1782,PARÁ,SÃO JOÃO DA PONTA,150746,-47.9207241656462,-0.851002145269607
1785,PARÁ,SÃO JOÃO DE PIRABAS,150747,-47.1726742979205,-0.766442531515371
1792,PARÁ,SÃO JOÃO DO ARAGUAIA,150750,-48.7886334020461,-5.35900272441641
1799,PARÁ,SÃO MIGUEL DO GUAMÁ,150760,-47.4824089444892,-1.61713591449048
1801,PARÁ,SÃO SEBASTIÃO DA BOA VISTA,150770,-49.5323121746161,-1.7188505
1802,PARÁ,SAPUCAIA,150775,-49.7035807118843,-6.94285711257384
1803,PARÁ,SENADOR JOSÉ PORFÍRIO,150780,-51.9530564180171,-2.59485041832352
1812,PARÁ,SOURE,150790,-48.5160126622773,-0.7259255
1814,PARÁ,TAILÂNDIA,150795,-48.9512816295758,-2.9370795
1820,PARÁ,TERRA ALTA,150796,-47.9078083483744,-1.03482666361629
1825,PARÁ,TERRA SANTA,150797,-56.4909047722432,-2.10811447373903
1826,PARÁ,TOMÉ-AÇU,150800,-48.146896586572,-2.41936685526733
1834,PARÁ,TRACUATEUA,150803,-46.8994783371171,-1.06878405856835
1839,PARÁ,TRAIRÃO,150805,-55.9961700349273,-4.69981914969727
1843,PARÁ,TUCUMÃ,150808,-51.1395392466358,-6.74997200738229
1845,PARÁ,TUCURUÍ,150810,-49.6671843672248,-3.76688908431164
1846,PARÁ,ULIANÓPOLIS,150812,-47.5031447549992,-3.75719301
1848,PARÁ,URUARÁ,150815,-53.7370310504594,-3.7065285
1855,PARÁ,VIGIA,150820,-48.1414985852069,-0.855532573667763
1864,PARÁ,VISEU,150830,-46.1387652161496,-1.20327852667727
1888,PARÁ,VITÓRIA DO XINGU,150835,-52.0112603538154,-2.8837657102288
1892,PARÁ,XINGUARA,150840,-49.9427005843752,-7.10151282714604
1897,AMAPÁ,SERRA DO NAVIO,160005,-52.0035384352918,0.897841040971924
1900,AMAPÁ,AMAPÁ,160010,-50.7932144702699,2.05392124468205
1902,AMAPÁ,PEDRA BRANCA DO AMAPARI,160015,-51.9465942732743,0.776882860563944
1909,AMAPÁ,CALÇOENE,160020,-50.9447727342665,2.49655904456698
1914,AMAPÁ,CUTIAS,160021,-50.8016260298776,0.97107805541715
1916,AMAPÁ,FERREIRA GOMES,160023,-51.1874290460046,0.853977393142956
1918,AMAPÁ,ITAUBAL,160025,-50.7001794374183,0.600653288304609
1921,AMAPÁ,LARANJAL DO JARI,160027,-52.5390207369393,-0.8556645
1923,AMAPÁ,MACAPÁ,160030,-51.057405457036,0.03895101
1943,AMAPÁ,MAZAGÃO,160040,-51.2860768561013,-0.124396328821101
1946,AMAPÁ,OIAPOQUE,160050,-51.8305525552731,3.85113073255929
1964,AMAPÁ,PORTO GRANDE,160053,-51.4144488229915,0.712554701824323
1966,AMAPÁ,PRACUÚBA,160055,-50.7842537212883,1.74250848707834
1969,AMAPÁ,SANTANA,160060,-51.1728464650687,-0.0383734790956603
1975,AMAPÁ,TARTARUGALZINHO,160070,-50.9127861523142,1.50984824031107
1980,AMAPÁ,VITÓRIA DO JARI,160080,-52.4196147795718,-0.918977088542799
1982,TOCANTINS,ABREULÂNDIA,170025,-49.1624375554797,-9.62179071199836
1983,TOCANTINS,AGUIARNÓPOLIS,170030,-47.470456587945,-6.5471708206181
1985,TOCANTINS,ALIANÇA DO TOCANTINS,170035,-48.9412400221409,-11.3037430465089
1986,TOCANTINS,ALMAS,170040,-47.1741716842358,-11.5745234694478
1987,TOCANTINS,ALVORADA,170070,-49.12681140673,-12.4788153208227
1988,TOCANTINS,ANANÁS,170100,-48.0797646061948,-6.36281815410008
1991,TOCANTINS,ANGICO,170105,-47.8620778391735,-6.3877527497248
1994,TOCANTINS,APARECIDA DO RIO NEGRO,170110,-47.9766700113511,-9.9558777145605
1995,TOCANTINS,ARAGOMINAS,170130,-48.5234301922917,-7.1643492714437
2003,TOCANTINS,ARAGUACEMA,170190,-49.5618126396073,-8.80180254411115
2006,TOCANTINS,ARAGUAÇU,170200,-49.8286124432782,-12.9255837118616
2009,TOCANTINS,ARAGUAÍNA,170210,-48.2087052518558,-7.19132893965496
2011,TOCANTINS,ARAGUANÃ,170215,-48.6437495469431,-6.58224942002919
2014,TOCANTINS,ARAGUATINS,170220,-48.1235073430294,-5.65058647299995
2028,TOCANTINS,ARAPOEMA,170230,-49.0756373852721,-7.65256973541903
2029,TOCANTINS,ARRAIAS,170240,-46.9461070585534,-12.9344198592593
2031,TOCANTINS,AUGUSTINÓPOLIS,170255,-47.8809567910047,-5.46541429589652
2035,TOCANTINS,AURORA DO TOCANTINS,170270,-46.4070829808607,-12.7084898610615
2036,TOCANTINS,AXIXÁ DO TOCANTINS,170290,-47.7741560325221,-5.62430906592745
2040,TOCANTINS,BABAÇULÂNDIA,170300,-47.7588161270324,-7.20186453206148
2041,TOCANTINS,BANDEIRANTES DO TOCANTINS,170305,-48.5783806048644,-7.76485914125333
2044,TOCANTINS,BARRA DO OURO,170307,-47.6871349692244,-7.69176659865687
2046,TOCANTINS,BARROLÂNDIA,170310,-48.7314605907218,-9.83165336453343
2047,TOCANTINS,BERNARDO SAYÃO,170320,-48.8990543467276,-7.86851248331281
2052,TOCANTINS,BOM JESUS DO TOCANTINS,170330,-48.1663804935405,-8.96334801285521
2053,TOCANTINS,BRASILÂNDIA DO TOCANTINS,170360,-48.485374419124,-8.38488935107799
2055,TOCANTINS,BREJINHO DE NAZARÉ,170370,-48.5586602281507,-11.0108050561865
2056,TOCANTINS,BURITI DO TOCANTINS,170380,-48.223250128075,-5.31353885638917
2059,TOCANTINS,CACHOEIRINHA,170382,-47.914197778559,-6.11324164650466
